"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"7000000US12086000218","218-Voting District, Miami-Dade County, Florida","2228","1894","142","1570","6","2","0","174","334","324","12","3","2","0","271","3","0","0","26","0","0","6","0","1","0","9","0","0","0","6","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000219","219-Voting District, Miami-Dade County, Florida","2077","1696","199","1314","2","3","1","177","381","377","17","0","2","0","309","2","1","0","42","0","0","4","0","0","0","4","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000221","221-Voting District, Miami-Dade County, Florida","3403","3016","226","2630","9","18","0","133","387","366","20","0","5","0","259","8","1","1","69","0","0","0","0","0","3","18","1","5","0","7","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",
"7000000US12086000222","222-Voting District, Miami-Dade County, Florida","3304","3004","134","2761","0","9","0","100","300","294","14","0","0","0","182","5","6","4","81","0","0","1","0","1","0","6","0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000223","223-Voting District, Miami-Dade County, Florida","3623","3036","266","2438","10","43","0","279","587","549","41","5","7","0","368","16","11","0","88","1","0","4","0","6","2","31","5","4","0","10","1","0","1","2","4","0","0","0","0","4","0","0","0","0","0","0","7","1","0","1","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000224","224-Voting District, Miami-Dade County, Florida","3434","2504","376","1699","1","6","0","422","930","892","23","3","1","0","725","6","3","0","125","0","0","1","0","0","5","29","11","0","0","15","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","9","1","0","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000225","225-Voting District, Miami-Dade County, Florida","4172","3183","564","2194","5","9","0","411","989","962","27","3","1","0","785","15","3","1","109","0","0","2","0","5","11","21","1","1","0","14","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","6","1","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000226","226-Voting District, Miami-Dade County, Florida","2684","2206","287","1695","1","13","6","204","478","468","6","1","4","1","432","3","0","2","16","1","0","0","0","2","0","8","2","0","0","1","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000227","227-Voting District, Miami-Dade County, Florida","4328","3261","654","2131","7","3","5","461","1067","1038","33","5","0","0","895","17","2","0","81","0","0","2","0","2","1","29","2","1","0","18","0","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000228","228-Voting District, Miami-Dade County, Florida","4670","3889","325","3205","4","12","1","342","781","759","14","2","3","0","615","15","2","0","106","0","0","0","0","1","1","22","1","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000229","229-Voting District, Miami-Dade County, Florida","4426","2843","731","1400","7","17","0","688","1583","1549","20","5","1","0","1412","7","0","0","94","0","0","7","2","1","0","32","3","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000230","230-Voting District, Miami-Dade County, Florida","4164","2309","830","801","3","57","0","618","1855","1844","28","4","6","0","1683","3","12","4","100","0","0","1","0","3","0","11","0","0","0","4","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000231","231-Voting District, Miami-Dade County, Florida","3735","2057","1045","451","2","23","2","534","1678","1661","9","0","4","0","1584","0","4","0","54","2","0","1","0","2","1","16","1","3","0","10","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000232","232-Voting District, Miami-Dade County, Florida","3800","2215","947","739","4","14","0","511","1585","1562","14","0","1","0","1445","2","2","0","92","1","0","4","0","1","0","22","1","0","0","19","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000233","233-Voting District, Miami-Dade County, Florida","4827","3113","1059","1289","13","44","0","708","1714","1691","21","3","1","0","1552","8","0","0","89","1","0","10","0","6","0","20","0","1","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000234","234-Voting District, Miami-Dade County, Florida","1325","976","185","659","9","0","0","123","349","340","4","0","2","0","297","3","0","0","32","0","0","2","0","0","0","9","0","0","0","3","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000235","235-Voting District, Miami-Dade County, Florida","1466","950","371","346","8","5","2","218","516","511","12","0","0","0","458","0","2","0","37","0","0","2","0","0","0","5","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000236","236-Voting District, Miami-Dade County, Florida","4846","3959","556","2825","9","3","2","564","887","875","27","2","2","0","714","18","1","0","101","1","0","4","2","3","0","8","2","0","0","2","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1",
"7000000US12086000237","237-Voting District, Miami-Dade County, Florida","2610","2152","258","1625","8","8","0","253","458","447","28","4","0","4","314","3","1","0","89","0","0","0","0","3","1","11","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000238","238-Voting District, Miami-Dade County, Florida","2342","2025","92","1787","13","8","1","124","317","287","3","1","3","0","208","6","0","2","62","0","0","1","0","1","0","28","4","4","0","13","2","0","2","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000240","240-Voting District, Miami-Dade County, Florida","4521","3818","489","2841","16","13","0","459","703","684","38","7","1","0","539","11","5","2","76","1","0","4","0","0","0","15","2","0","0","9","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","4","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000241","241-Voting District, Miami-Dade County, Florida","4524","3373","564","2181","20","4","0","604","1151","1124","14","20","4","3","942","6","6","0","118","0","0","8","0","1","2","27","4","0","0","14","2","0","3","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000242","242-Voting District, Miami-Dade County, Florida","5369","4573","410","3722","58","22","0","361","796","788","37","3","9","2","602","7","3","1","112","1","0","4","3","1","3","7","0","0","0","1","1","0","3","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000243","243-Voting District, Miami-Dade County, Florida","2198","1944","144","1685","4","4","0","107","254","248","18","0","1","0","182","7","1","1","36","0","0","2","0","0","0","6","0","0","0","2","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000244","244-Voting District, Miami-Dade County, Florida","5358","4347","684","3022","19","4","0","618","1011","995","43","3","4","0","845","13","8","0","65","0","0","8","0","5","1","15","0","0","0","11","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12086000245","245-Voting District, Miami-Dade County, Florida","3220","2453","431","1616","16","3","0","387","767","759","28","10","3","1","654","5","1","1","52","0","0","2","0","1","1","6","0","0","0","1","1","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"7000000US12086000246","246-Voting District, Miami-Dade County, Florida","5909","3114","1680","421","25","10","1","977","2795","2765","13","6","1","0","2643","1","1","0","87","0","0","0","1","10","2","27","1","3","1","14","0","0","2","0","4","1","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000247","247-Voting District, Miami-Dade County, Florida","2606","1560","640","475","15","0","0","430","1046","1030","4","2","2","0","914","1","0","0","88","0","0","12","0","5","2","14","0","1","0","12","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000249","249-Voting District, Miami-Dade County, Florida","3325","2658","442","1768","5","10","0","433","667","647","9","0","0","0","557","7","1","0","70","0","0","3","0","0","0","18","2","0","0","6","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000253","253-Voting District, Miami-Dade County, Florida","2091","1849","140","1530","4","7","0","168","242","231","33","2","0","0","169","3","0","0","24","0","0","0","0","0","0","11","2","0","2","5","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000254","254-Voting District, Miami-Dade County, Florida","4635","4002","519","2945","18","12","1","507","633","615","37","1","1","0","492","15","0","0","67","0","0","0","0","2","0","15","1","0","0","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000256","256-Voting District, Miami-Dade County, Florida","4048","3288","486","2346","7","157","1","291","760","734","47","2","8","0","572","6","7","1","82","2","0","5","0","0","2","24","6","0","0","9","0","0","1","0","6","2","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000257","257-Voting District, Miami-Dade County, Florida","4006","3509","236","3023","11","1","0","238","497","488","21","3","2","0","361","6","0","0","93","0","0","0","0","2","0","6","0","3","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0",
"7000000US12086000259","259-Voting District, Miami-Dade County, Florida","3129","2399","550","1204","14","4","0","627","730","723","14","6","3","0","628","9","0","0","56","0","0","7","0","0","0","7","0","1","0","2","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000260","260-Voting District, Miami-Dade County, Florida","1527","1160","231","766","9","0","0","154","367","363","5","2","0","0","338","3","0","0","14","0","0","0","0","1","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000262","262-Voting District, Miami-Dade County, Florida","2702","2245","325","1631","17","6","0","266","457","453","8","3","0","1","393","2","0","1","37","0","0","6","0","2","0","3","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000264","264-Voting District, Miami-Dade County, Florida","2552","2048","402","1140","8","2","0","496","504","498","16","5","4","0","424","3","0","1","40","0","0","5","0","0","0","6","1","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000265","265-Voting District, Miami-Dade County, Florida","150","118","20","76","0","0","0","22","32","28","0","0","0","0","16","3","0","1","6","0","0","0","0","2","0","4","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000267","267-Voting District, Miami-Dade County, Florida","2616","1918","336","1183","3","15","0","381","698","665","18","2","0","0","587","3","0","0","50","0","0","1","0","3","1","31","1","0","0","22","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000269","269-Voting District, Miami-Dade County, Florida","2535","2196","228","1763","3","1","0","201","339","332","17","4","4","0","259","1","3","1","40","0","0","1","0","2","0","7","3","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000270","270-Voting District, Miami-Dade County, Florida","3957","3348","266","2813","4","19","0","246","609","585","48","2","1","2","418","8","2","3","91","0","0","7","0","0","3","20","5","2","0","6","0","0","1","1","2","0","0","0","1","2","0","0","0","0","0","0","4","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000272","272-Voting District, Miami-Dade County, Florida","3797","2077","1057","431","13","29","0","547","1720","1696","13","2","2","0","1577","0","1","2","92","0","0","5","0","2","0","21","0","2","0","8","0","0","9","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000274","274-Voting District, Miami-Dade County, Florida","2414","1507","442","746","3","13","0","303","907","893","10","0","0","1","836","1","0","0","43","1","1","0","0","0","0","12","0","0","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000275","275-Voting District, Miami-Dade County, Florida","657","507","72","357","1","0","0","77","150","150","3","1","1","0","133","1","2","0","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000276","276-Voting District, Miami-Dade County, Florida","2619","2272","222","1837","13","22","0","178","347","339","30","2","4","0","216","3","6","5","61","0","0","4","0","6","2","7","2","1","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000278","278-Voting District, Miami-Dade County, Florida","521","325","148","29","0","0","0","148","196","196","1","0","0","1","184","1","0","0","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000280","280-Voting District, Miami-Dade County, Florida","2236","1974","152","1716","1","2","0","103","262","256","21","1","0","0","183","8","0","0","43","0","0","0","0","0","0","6","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000282","282-Voting District, Miami-Dade County, Florida","5194","3915","611","2574","14","6","0","710","1279","1261","38","2","1","0","1102","6","4","1","101","0","0","3","0","3","0","14","0","1","0","10","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000284","284-Voting District, Miami-Dade County, Florida","3564","2047","1034","113","20","5","0","875","1517","1502","4","1","4","0","1373","0","3","0","112","0","0","4","0","0","1","12","0","1","0","8","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12086000285","285-Voting District, Miami-Dade County, Florida","486","230","126","12","1","1","0","90","256","251","0","1","0","0","233","0","0","0","17","0","0","0","0","0","0","5","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000288","288-Voting District, Miami-Dade County, Florida","56","29","9","7","2","2","0","9","27","24","0","1","6","0","11","0","1","0","4","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000289","289-Voting District, Miami-Dade County, Florida","86","38","24","1","3","2","0","8","48","48","0","0","1","0","46","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000291","291-Voting District, Miami-Dade County, Florida","3921","2384","552","1300","24","8","0","500","1537","1519","3","4","2","0","1375","0","5","2","114","0","0","10","1","3","0","16","0","1","0","8","0","0","6","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000295","295-Voting District, Miami-Dade County, Florida","4678","4119","247","3625","4","13","0","230","559","551","30","2","2","0","391","10","16","0","96","0","0","1","0","0","3","8","1","0","0","5","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000296","296-Voting District, Miami-Dade County, Florida","5155","3599","887","1970","12","26","0","704","1556","1526","29","2","1","0","1329","11","3","5","134","0","0","10","0","2","0","23","0","2","0","18","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000297","297-Voting District, Miami-Dade County, Florida","5188","2046","1230","60","16","32","0","708","3142","3101","4","3","3","0","3030","0","0","0","52","0","0","7","0","2","0","41","0","2","0","18","0","0","18","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000298","298-Voting District, Miami-Dade County, Florida","3149","1651","1302","30","9","46","0","264","1498","1481","13","9","3","0","1419","0","0","3","25","0","0","3","0","6","0","16","0","0","0","9","0","0","1","0","4","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000299","299-Voting District, Miami-Dade County, Florida","3980","1717","840","36","5","32","1","803","2263","2229","1","2","1","0","2184","3","2","0","33","0","0","2","0","0","1","24","0","0","0","11","2","0","4","0","4","0","0","0","3","0","0","0","0","0","0","0","10","0","0","8","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000301","301-Voting District, Miami-Dade County, Florida","2319","1133","901","31","5","1","1","194","1186","1179","3","7","7","0","1154","0","0","0","8","0","0","0","0","0","0","5","0","0","0","1","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000302","302-Voting District, Miami-Dade County, Florida","2711","1243","950","30","8","7","0","248","1468","1452","7","8","1","0","1419","0","0","0","14","0","0","2","0","0","1","10","0","0","0","3","0","0","2","0","5","0","0","0","0","0","0","0","0","0","0","0","6","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000303","303-Voting District, Miami-Dade County, Florida","5781","2852","1594","422","17","82","0","737","2929","2881","14","4","15","0","2765","1","1","0","76","0","0","0","0","4","1","38","3","1","0","15","0","0","2","0","14","0","0","0","3","0","0","0","0","0","0","0","10","0","0","4","0","3","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000305","305-Voting District, Miami-Dade County, Florida","5207","2703","1657","204","8","76","2","756","2504","2464","9","10","8","0","2387","1","1","0","43","0","0","2","1","1","1","34","1","2","0","14","0","0","5","0","9","0","0","0","3","0","0","0","0","0","0","0","6","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000306","306-Voting District, Miami-Dade County, Florida","4068","2208","1434","157","7","89","0","521","1860","1830","11","4","12","0","1770","0","2","1","23","0","0","4","0","3","0","30","2","0","0","18","0","0","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000307","307-Voting District, Miami-Dade County, Florida","3111","1296","1015","39","4","26","0","212","1815","1801","5","9","4","0","1778","0","0","0","5","0","0","0","0","0","0","12","0","0","0","5","0","0","2","0","4","0","0","0","0","0","1","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000308","308-Voting District, Miami-Dade County, Florida","1997","923","645","10","4","34","1","229","1074","1071","6","4","8","0","1046","0","0","0","5","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000309","309-Voting District, Miami-Dade County, Florida","4726","1928","958","16","4","63","0","887","2798","2778","1","1","3","0","2724","0","1","0","43","0","1","2","0","2","0","18","0","0","1","3","0","0","9","0","3","0","0","0","0","0","2","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000310","310-Voting District, Miami-Dade County, Florida","4431","1714","1158","45","3","7","1","500","2717","2711","4","5","0","0","2653","0","1","0","44","0","0","0","0","2","2","6","1","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000311","311-Voting District, Miami-Dade County, Florida","8210","3350","2165","116","30","30","0","1009","4860","4838","7","4","3","1","4679","0","6","1","112","0","0","19","0","4","2","17","1","0","0","8","0","0","1","0","6","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000312","312-Voting District, Miami-Dade County, Florida","5080","2030","1225","57","11","13","1","723","3050","3037","8","4","3","0","2966","0","0","0","48","0","0","4","0","0","4","11","0","0","0","7","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",
"7000000US12086000314","314-Voting District, Miami-Dade County, Florida","446","180","128","0","0","0","0","52","266","263","0","0","0","0","259","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000315","315-Voting District, Miami-Dade County, Florida","3748","1586","1180","15","1","2","0","388","2162","2149","7","1","6","0","2092","0","0","1","38","0","0","2","0","2","0","9","0","0","0","5","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"7000000US12086000316","316-Voting District, Miami-Dade County, Florida","3202","1377","1055","21","2","3","0","296","1825","1811","4","1","5","0","1775","1","2","0","23","0","0","0","0","0","0","13","0","1","0","9","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12086000317","317-Voting District, Miami-Dade County, Florida","2458","958","706","0","0","5","0","247","1500","1490","1","0","1","0","1481","0","0","0","6","0","0","0","0","0","1","9","1","0","0","6","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000318","318-Voting District, Miami-Dade County, Florida","6017","2288","1593","30","4","29","0","632","3729","3694","3","2","0","1","3633","0","2","0","48","0","0","5","0","0","0","30","4","0","0","14","2","0","5","0","2","0","0","0","1","0","2","0","0","0","0","0","5","0","0","1","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US12086000319","319-Voting District, Miami-Dade County, Florida","2660","1009","746","7","2","12","0","242","1651","1642","8","0","0","0","1616","0","0","0","17","0","0","0","0","1","0","8","0","0","0","3","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US12086000320","320-Voting District, Miami-Dade County, Florida","6520","2652","1840","71","9","11","1","720","3868","3850","8","4","0","0","3746","0","2","1","82","0","0","4","0","3","0","16","0","1","0","5","1","1","1","0","7","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
